time (ms),grandi (cai),time (ms),grandi (cass),time (ms),grandi (cad)
209.5,0.000213553,209.5,0.000397859,209.5,0.000475418
209.6,0.00021346,209.6,0.000397468,209.6,0.000474744
209.7,0.000213368,209.7,0.000397078,209.7,0.000474072
209.8,0.000213275,209.8,0.000396688,209.8,0.000473403
209.9,0.000213183,209.9,0.000396299,209.9,0.000472735
210,0.00021309,210,0.00039591,210,0.000472069
210.1,0.000212998,210.1,0.000395522,210.1,0.000471404
210.2,0.000212906,210.2,0.000395134,210.2,0.00047074
210.3,0.000212814,210.3,0.000394747,210.3,0.000470078
210.4,0.000212721,210.4,0.00039436,210.4,0.000469418
210.5,0.000212629,210.5,0.000393974,210.5,0.00046876
210.6,0.000212537,210.6,0.000393588,210.6,0.000468104
210.7,0.000212445,210.7,0.000393203,210.7,0.00046745
210.8,0.000212354,210.8,0.000392818,210.8,0.000466797
210.9,0.000212262,210.9,0.000392434,210.9,0.000466147
211,0.00021217,211,0.000392051,211,0.000465498
211.1,0.000212078,211.1,0.000391667,211.1,0.00046485
211.2,0.000211987,211.2,0.000391284,211.2,0.000464203
211.3,0.000211895,211.3,0.000390902,211.3,0.000463559
211.4,0.000211804,211.4,0.00039052,211.4,0.000462916
211.5,0.000211712,211.5,0.000390139,211.5,0.000462274
211.6,0.000211621,211.6,0.000389758,211.6,0.000461635
211.7,0.00021153,211.7,0.000389378,211.7,0.000460997
211.8,0.000211439,211.8,0.000388998,211.8,0.000460362
211.9,0.000211348,211.9,0.000388619,211.9,0.000459728
212,0.000211257,212,0.00038824,212,0.000459096
212.1,0.000211166,212.1,0.000387861,212.1,0.000458464
212.2,0.000211075,212.2,0.000387483,212.2,0.000457834
212.3,0.000210984,212.3,0.000387106,212.3,0.000457206
212.4,0.000210893,212.4,0.000386729,212.4,0.000456579
212.5,0.000210802,212.5,0.000386352,212.5,0.000455954
212.6,0.000210712,212.6,0.000385976,212.6,0.000455331
212.7,0.000210621,212.7,0.000385601,212.7,0.000454709
212.8,0.00021053,212.8,0.000385226,212.8,0.00045409
212.9,0.00021044,212.9,0.000384852,212.9,0.000453472
213,0.000210349,213,0.000384478,213,0.000452856
213.1,0.000210259,213.1,0.000384104,213.1,0.00045224
213.2,0.000210169,213.2,0.000383731,213.2,0.000451626
213.3,0.000210079,213.3,0.000383358,213.3,0.000451014
213.4,0.000209988,213.4,0.000382986,213.4,0.000450403
213.5,0.000209898,213.5,0.000382614,213.5,0.000449794
213.6,0.000209808,213.6,0.000382243,213.6,0.000449186
213.7,0.000209718,213.7,0.000381872,213.7,0.00044858
213.8,0.000209629,213.8,0.000381502,213.8,0.000447976
213.9,0.000209539,213.9,0.000381132,213.9,0.000447374
214,0.000209449,214,0.000380763,214,0.000446773
214.1,0.000209359,214.1,0.000380394,214.1,0.000446173
214.2,0.00020927,214.2,0.000380026,214.2,0.000445575
214.3,0.00020918,214.3,0.000379658,214.3,0.000444977
214.4,0.000209091,214.4,0.00037929,214.4,0.000444382
214.5,0.000209001,214.5,0.000378923,214.5,0.000443788
214.6,0.000208912,214.6,0.000378557,214.6,0.000443196
214.7,0.000208822,214.7,0.000378191,214.7,0.000442605
214.8,0.000208733,214.8,0.000377825,214.8,0.000442016
214.9,0.000208644,214.9,0.00037746,214.9,0.000441429
215,0.000208555,215,0.000377095,215,0.000440844
215.1,0.000208466,215.1,0.000376731,215.1,0.000440258
215.2,0.000208377,215.2,0.000376367,215.2,0.000439675
215.3,0.000208288,215.3,0.000376004,215.3,0.000439093
215.4,0.000208199,215.4,0.000375641,215.4,0.000438512
215.5,0.00020811,215.5,0.000375279,215.5,0.000437933
215.6,0.000208022,215.6,0.000374917,215.6,0.000437356
215.7,0.000207933,215.7,0.000374556,215.7,0.00043678
215.8,0.000207844,215.8,0.000374195,215.8,0.000436206
215.9,0.000207756,215.9,0.000373835,215.9,0.000435633
216,0.000207667,216,0.000373475,216,0.000435063
216.1,0.000207579,216.1,0.000373115,216.1,0.000434492
216.2,0.000207491,216.2,0.000372756,216.2,0.000433923
216.3,0.000207402,216.3,0.000372398,216.3,0.000433356
216.4,0.000207314,216.4,0.00037204,216.4,0.00043279
216.5,0.000207226,216.5,0.000371682,216.5,0.000432225
216.6,0.000207138,216.6,0.000371325,216.6,0.000431663
216.7,0.00020705,216.7,0.000370968,216.7,0.000431101
216.8,0.000206962,216.8,0.000370612,216.8,0.000430542
216.9,0.000206874,216.9,0.000370257,216.9,0.000429984
217,0.000206786,217,0.000369901,217,0.000429427
217.1,0.000206698,217.1,0.000369547,217.1,0.000428871
217.2,0.000206611,217.2,0.000369192,217.2,0.000428317
217.3,0.000206523,217.3,0.000368838,217.3,0.000427764
217.4,0.000206436,217.4,0.000368485,217.4,0.000427212
217.5,0.000206348,217.5,0.000368132,217.5,0.000426662
217.6,0.000206261,217.6,0.00036778,217.6,0.000426114
217.7,0.000206173,217.7,0.000367428,217.7,0.000425567
217.8,0.000206086,217.8,0.000367076,217.8,0.000425021
217.9,0.000205999,217.9,0.000366725,217.9,0.000424478
218,0.000205911,218,0.000366375,218,0.000423935
218.1,0.000205824,218.1,0.000366025,218.1,0.000423394
218.2,0.000205737,218.2,0.000365675,218.2,0.000422854
218.3,0.00020565,218.3,0.000365326,218.3,0.000422315
218.4,0.000205563,218.4,0.000364978,218.4,0.000421778
218.5,0.000205477,218.5,0.00036463,218.5,0.000421242
218.6,0.00020539,218.6,0.000364282,218.6,0.000420708
218.7,0.000205303,218.7,0.000363935,218.7,0.000420175
218.8,0.000205216,218.8,0.000363588,218.8,0.000419644
218.9,0.00020513,218.9,0.000363242,218.9,0.000419114
219,0.000205043,219,0.000362896,219,0.000418586
219.1,0.000204957,219.1,0.000362551,219.1,0.000418059
219.2,0.00020487,219.2,0.000362206,219.2,0.000417533
219.3,0.000204784,219.3,0.000361862,219.3,0.000417009
219.4,0.000204698,219.4,0.000361518,219.4,0.000416486
219.5,0.000204611,219.5,0.000361175,219.5,0.000415964
219.6,0.000204525,219.6,0.000360833,219.6,0.000415444
219.7,0.000204439,219.7,0.00036049,219.7,0.000414926
219.8,0.000204353,219.8,0.000360149,219.8,0.000414409
219.9,0.000204267,219.9,0.000359807,219.9,0.000413893
220,0.000204181,220,0.000359467,220,0.000413379
220.1,0.000204096,220.1,0.000359126,220.1,0.000412867
220.2,0.00020401,220.2,0.000358787,220.2,0.000412355
220.3,0.000203924,220.3,0.000358447,220.3,0.000411845
220.4,0.000203838,220.4,0.000358109,220.4,0.000411337
220.5,0.000203753,220.5,0.00035777,220.5,0.00041083
220.6,0.000203667,220.6,0.000357433,220.6,0.000410324
220.7,0.000203582,220.7,0.000357095,220.7,0.00040982
220.8,0.000203497,220.8,0.000356759,220.8,0.000409317
220.9,0.000203411,220.9,0.000356422,220.9,0.000408816
221,0.000203326,221,0.000356087,221,0.000408316
221.1,0.000203241,221.1,0.000355752,221.1,0.000407818
221.2,0.000203156,221.2,0.000355417,221.2,0.000407321
221.3,0.000203071,221.3,0.000355083,221.3,0.000406826
221.4,0.000202986,221.4,0.000354749,221.4,0.000406332
221.5,0.000202901,221.5,0.000354416,221.5,0.000405839
221.6,0.000202816,221.6,0.000354083,221.6,0.000405348
221.7,0.000202731,221.7,0.000353751,221.7,0.000404859
221.8,0.000202646,221.8,0.00035342,221.8,0.000404371
221.9,0.000202562,221.9,0.000353089,221.9,0.000403884
222,0.000202477,222,0.000352758,222,0.000403398
222.1,0.000202393,222.1,0.000352429,222.1,0.000402915
222.2,0.000202308,222.2,0.000352099,222.2,0.000402433
222.3,0.000202224,222.3,0.00035177,222.3,0.000401953
222.4,0.00020214,222.4,0.000351442,222.4,0.000401474
222.5,0.000202055,222.5,0.000351114,222.5,0.000400996
222.6,0.000201971,222.6,0.000350787,222.6,0.00040052
222.7,0.000201887,222.7,0.00035046,222.7,0.000400045
222.8,0.000201803,222.8,0.000350134,222.8,0.000399572
222.9,0.000201719,222.9,0.000349809,222.9,0.0003991
223,0.000201635,223,0.000349484,223,0.000398629
223.1,0.000201551,223.1,0.000349159,223.1,0.000398161
223.2,0.000201467,223.2,0.000348835,223.2,0.000397694
223.3,0.000201384,223.3,0.000348512,223.3,0.000397229
223.4,0.0002013,223.4,0.000348189,223.4,0.000396765
223.5,0.000201216,223.5,0.000347867,223.5,0.000396302
223.6,0.000201133,223.6,0.000347546,223.6,0.000395841
223.7,0.000201049,223.7,0.000347224,223.7,0.000395381
223.8,0.000200966,223.8,0.000346904,223.8,0.000394923
223.9,0.000200883,223.9,0.000346584,223.9,0.000394466
224,0.000200799,224,0.000346264,224,0.00039401
224.1,0.000200716,224.1,0.000345946,224.1,0.000393558
224.2,0.000200633,224.2,0.000345628,224.2,0.000393106
224.3,0.00020055,224.3,0.00034531,224.3,0.000392657
224.4,0.000200467,224.4,0.000344993,224.4,0.000392208
224.5,0.000200384,224.5,0.000344677,224.5,0.000391761
224.6,0.000200301,224.6,0.000344361,224.6,0.000391315
224.7,0.000200219,224.7,0.000344045,224.7,0.000390871
224.8,0.000200136,224.8,0.000343731,224.8,0.000390428
224.9,0.000200053,224.9,0.000343417,224.9,0.000389987
225,0.000199971,225,0.000343103,225,0.000389546
225.1,0.000199888,225.1,0.00034279,225.1,0.000389109
225.2,0.000199806,225.2,0.000342478,225.2,0.000388674
225.3,0.000199723,225.3,0.000342166,225.3,0.00038824
225.4,0.000199641,225.4,0.000341855,225.4,0.000387807
225.5,0.000199559,225.5,0.000341545,225.5,0.000387376
225.6,0.000199477,225.6,0.000341235,225.6,0.000386946
225.7,0.000199394,225.7,0.000340926,225.7,0.000386517
225.8,0.000199312,225.8,0.000340617,225.8,0.00038609
225.9,0.00019923,225.9,0.000340309,225.9,0.000385664
226,0.000199149,226,0.000340002,226,0.000385239
226.1,0.000199067,226.1,0.000339695,226.1,0.000384818
226.2,0.000198985,226.2,0.000339389,226.2,0.000384399
226.3,0.000198903,226.3,0.000339084,226.3,0.00038398
226.4,0.000198822,226.4,0.000338779,226.4,0.000383564
226.5,0.00019874,226.5,0.000338475,226.5,0.000383148
226.6,0.000198659,226.6,0.000338171,226.6,0.000382734
226.7,0.000198577,226.7,0.000337868,226.7,0.000382321
226.8,0.000198496,226.8,0.000337565,226.8,0.00038191
226.9,0.000198415,226.9,0.000337264,226.9,0.0003815
227,0.000198333,227,0.000336962,227,0.000381091
227.1,0.000198252,227.1,0.000336662,227.1,0.000380686
227.2,0.000198171,227.2,0.000336362,227.2,0.000380282
227.3,0.00019809,227.3,0.000336063,227.3,0.00037988
227.4,0.000198009,227.4,0.000335765,227.4,0.000379479
227.5,0.000197928,227.5,0.000335467,227.5,0.00037908
227.6,0.000197848,227.6,0.00033517,227.6,0.000378682
227.7,0.000197767,227.7,0.000334873,227.7,0.000378285
227.8,0.000197686,227.8,0.000334577,227.8,0.00037789
227.9,0.000197606,227.9,0.000334282,227.9,0.000377495
228,0.000197525,228,0.000333987,228,0.000377102
228.1,0.000197445,228.1,0.000333693,228.1,0.000376713
228.2,0.000197365,228.2,0.0003334,228.2,0.000376326
228.3,0.000197284,228.3,0.000333107,228.3,0.000375939
228.4,0.000197204,228.4,0.000332815,228.4,0.000375555
228.5,0.000197124,228.5,0.000332524,228.5,0.000375171
228.6,0.000197044,228.6,0.000332233,228.6,0.000374789
228.7,0.000196964,228.7,0.000331943,228.7,0.000374408
228.8,0.000196884,228.8,0.000331654,228.8,0.000374028
228.9,0.000196804,228.9,0.000331365,228.9,0.00037365
229,0.000196724,229,0.000331077,229,0.000373272
229.1,0.000196644,229.1,0.000330789,229.1,0.000372899
229.2,0.000196565,229.2,0.000330503,229.2,0.000372527
229.3,0.000196485,229.3,0.000330217,229.3,0.000372157
229.4,0.000196406,229.4,0.000329931,229.4,0.000371788
229.5,0.000196326,229.5,0.000329647,229.5,0.00037142
229.6,0.000196247,229.6,0.000329363,229.6,0.000371053
229.7,0.000196168,229.7,0.000329079,229.7,0.000370688
229.8,0.000196088,229.8,0.000328796,229.8,0.000370324
229.9,0.000196009,229.9,0.000328514,229.9,0.000369961
230,0.00019593,230,0.000328232,230,0.000369599
230.1,0.000195851,230.1,0.000327952,230.1,0.000369241
230.2,0.000195772,230.2,0.000327672,230.2,0.000368885
230.3,0.000195693,230.3,0.000327392,230.3,0.000368529
230.4,0.000195615,230.4,0.000327114,230.4,0.000368176
230.5,0.000195536,230.5,0.000326836,230.5,0.000367823
230.6,0.000195457,230.6,0.000326558,230.6,0.000367472
230.7,0.000195379,230.7,0.000326281,230.7,0.000367122
230.8,0.0001953,230.8,0.000326005,230.8,0.000366773
230.9,0.000195222,230.9,0.00032573,230.9,0.000366425
231,0.000195143,231,0.000325455,231,0.000366078
231.1,0.000195065,231.1,0.000325181,231.1,0.000365735
231.2,0.000194987,231.2,0.000324907,231.2,0.000365394
231.3,0.000194909,231.3,0.000324635,231.3,0.000365053
231.4,0.000194831,231.4,0.000324363,231.4,0.000364714
231.5,0.000194753,231.5,0.000324091,231.5,0.000364377
231.6,0.000194675,231.6,0.00032382,231.6,0.00036404
231.7,0.000194597,231.7,0.00032355,231.7,0.000363705
231.8,0.000194519,231.8,0.00032328,231.8,0.00036337
231.9,0.000194441,231.9,0.000323011,231.9,0.000363037
232,0.000194364,232,0.000322743,232,0.000362705
232.1,0.000194286,232.1,0.000322476,232.1,0.000362376
232.2,0.000194209,232.2,0.000322209,232.2,0.000362049
232.3,0.000194131,232.3,0.000321943,232.3,0.000361723
232.4,0.000194054,232.4,0.000321677,232.4,0.000361398
232.5,0.000193976,232.5,0.000321412,232.5,0.000361075
232.6,0.000193899,232.6,0.000321148,232.6,0.000360752
232.7,0.000193822,232.7,0.000320884,232.7,0.000360431
232.8,0.000193745,232.8,0.000320621,232.8,0.00036011
232.9,0.000193668,232.9,0.000320359,232.9,0.000359791
233,0.000193591,233,0.000320097,233,0.000359473
233.1,0.000193514,233.1,0.000319836,233.1,0.000359158
233.2,0.000193437,233.2,0.000319576,233.2,0.000358845
233.3,0.000193361,233.3,0.000319316,233.3,0.000358532
233.4,0.000193284,233.4,0.000319057,233.4,0.000358221
233.5,0.000193207,233.5,0.000318798,233.5,0.000357911
233.6,0.000193131,233.6,0.000318541,233.6,0.000357602
233.7,0.000193054,233.7,0.000318283,233.7,0.000357294
233.8,0.000192978,233.8,0.000318027,233.8,0.000356986
233.9,0.000192902,233.9,0.000317771,233.9,0.00035668
234,0.000192826,234,0.000317515,234,0.000356375
234.1,0.000192749,234.1,0.00031726,234.1,0.000356073
234.2,0.000192673,234.2,0.000317006,234.2,0.000355773
234.3,0.000192597,234.3,0.000316753,234.3,0.000355473
234.4,0.000192521,234.4,0.0003165,234.4,0.000355175
234.5,0.000192445,234.5,0.000316248,234.5,0.000354877
234.6,0.00019237,234.6,0.000315996,234.6,0.000354581
234.7,0.000192294,234.7,0.000315745,234.7,0.000354285
234.8,0.000192218,234.8,0.000315495,234.8,0.000353991
234.9,0.000192143,234.9,0.000315245,234.9,0.000353697
235,0.000192067,235,0.000314996,235,0.000353405
235.1,0.000191992,235.1,0.000314747,235.1,0.000353115
235.2,0.000191916,235.2,0.0003145,235.2,0.000352827
235.3,0.000191841,235.3,0.000314252,235.3,0.000352539
235.4,0.000191766,235.4,0.000314006,235.4,0.000352253
235.5,0.000191691,235.5,0.00031376,235.5,0.000351967
235.6,0.000191615,235.6,0.000313514,235.6,0.000351683
235.7,0.00019154,235.7,0.000313269,235.7,0.000351399
235.8,0.000191465,235.8,0.000313025,235.8,0.000351116
235.9,0.000191391,235.9,0.000312781,235.9,0.000350835
236,0.000191316,236,0.000312538,236,0.000350554
236.1,0.000191241,236.1,0.000312295,236.1,0.000350275
236.2,0.000191166,236.2,0.000312053,236.2,0.000349998
236.3,0.000191092,236.3,0.000311812,236.3,0.000349722
236.4,0.000191017,236.4,0.000311571,236.4,0.000349447
236.5,0.000190943,236.5,0.000311331,236.5,0.000349172
236.6,0.000190868,236.6,0.000311091,236.6,0.000348899
236.7,0.000190794,236.7,0.000310852,236.7,0.000348626
236.8,0.00019072,236.8,0.000310613,236.8,0.000348355
236.9,0.000190645,236.9,0.000310375,236.9,0.000348084
237,0.000190571,237,0.000310138,237,0.000347814
237.1,0.000190497,237.1,0.000309901,237.1,0.000347546
237.2,0.000190423,237.2,0.000309665,237.2,0.00034728
237.3,0.000190349,237.3,0.000309429,237.3,0.000347014
237.4,0.000190275,237.4,0.000309194,237.4,0.000346749
237.5,0.000190202,237.5,0.00030896,237.5,0.000346485
237.6,0.000190128,237.6,0.000308726,237.6,0.000346222
237.7,0.000190054,237.7,0.000308492,237.7,0.00034596
237.8,0.000189981,237.8,0.000308259,237.8,0.000345699
237.9,0.000189907,237.9,0.000308027,237.9,0.000345438
238,0.000189834,238,0.000307795,238,0.000345179
238.1,0.00018976,238.1,0.000307564,238.1,0.000344921
238.2,0.000189687,238.2,0.000307333,238.2,0.000344664
238.3,0.000189614,238.3,0.000307103,238.3,0.000344408
238.4,0.000189541,238.4,0.000306873,238.4,0.000344153
238.5,0.000189467,238.5,0.000306644,238.5,0.000343899
238.6,0.000189394,238.6,0.000306416,238.6,0.000343646
238.7,0.000189321,238.7,0.000306188,238.7,0.000343393
238.8,0.000189249,238.8,0.00030596,238.8,0.000343142
238.9,0.000189176,238.9,0.000305733,238.9,0.000342891
239,0.000189103,239,0.000305506,239,0.00034264
239.1,0.00018903,239.1,0.00030528,239.1,0.000342392
239.2,0.000188958,239.2,0.000305055,239.2,0.000342144
239.3,0.000188885,239.3,0.00030483,239.3,0.000341898
239.4,0.000188813,239.4,0.000304606,239.4,0.000341652
239.5,0.00018874,239.5,0.000304382,239.5,0.000341407
239.6,0.000188668,239.6,0.000304159,239.6,0.000341162
239.7,0.000188595,239.7,0.000303936,239.7,0.000340919
239.8,0.000188523,239.8,0.000303713,239.8,0.000340676
239.9,0.000188451,239.9,0.000303491,239.9,0.000340434
240,0.000188379,240,0.00030327,240,0.000340193
240.1,0.000188307,240.1,0.000303049,240.1,0.000339953
240.2,0.000188235,240.2,0.000302829,240.2,0.000339714
240.3,0.000188163,240.3,0.000302609,240.3,0.000339476
240.4,0.000188091,240.4,0.000302389,240.4,0.000339238
240.5,0.000188019,240.5,0.000302171,240.5,0.000339002
240.6,0.000187948,240.6,0.000301952,240.6,0.000338766
240.7,0.000187876,240.7,0.000301734,240.7,0.000338531
240.8,0.000187804,240.8,0.000301517,240.8,0.000338296
240.9,0.000187733,240.9,0.0003013,240.9,0.000338062
241,0.000187661,241,0.000301083,241,0.000337829
241.1,0.00018759,241.1,0.000300867,241.1,0.000337597
241.2,0.000187519,241.2,0.000300652,241.2,0.000337367
241.3,0.000187447,241.3,0.000300437,241.3,0.000337136
241.4,0.000187376,241.4,0.000300222,241.4,0.000336907
241.5,0.000187305,241.5,0.000300008,241.5,0.000336678
241.6,0.000187234,241.6,0.000299794,241.6,0.00033645
241.7,0.000187163,241.7,0.000299581,241.7,0.000336223
241.8,0.000187092,241.8,0.000299368,241.8,0.000335996
241.9,0.000187021,241.9,0.000299156,241.9,0.00033577
242,0.00018695,242,0.000298944,242,0.000335544
242.1,0.00018688,242.1,0.000298733,242.1,0.00033532
242.2,0.000186809,242.2,0.000298522,242.2,0.000335097
242.3,0.000186738,242.3,0.000298311,242.3,0.000334874
242.4,0.000186668,242.4,0.000298101,242.4,0.000334652
242.5,0.000186597,242.5,0.000297892,242.5,0.000334431
242.6,0.000186527,242.6,0.000297683,242.6,0.00033421
242.7,0.000186457,242.7,0.000297474,242.7,0.00033399
242.8,0.000186386,242.8,0.000297266,242.8,0.00033377
242.9,0.000186316,242.9,0.000297058,242.9,0.000333551
243,0.000186246,243,0.000296851,243,0.000333333
243.1,0.000186176,243.1,0.000296644,243.1,0.000333116
243.2,0.000186106,243.2,0.000296437,243.2,0.0003329
243.3,0.000186036,243.3,0.000296231,243.3,0.000332684
243.4,0.000185966,243.4,0.000296026,243.4,0.000332469
243.5,0.000185896,243.5,0.000295821,243.5,0.000332254
243.6,0.000185826,243.6,0.000295616,243.6,0.00033204
243.7,0.000185757,243.7,0.000295411,243.7,0.000331827
243.8,0.000185687,243.8,0.000295208,243.8,0.000331614
243.9,0.000185617,243.9,0.000295004,243.9,0.000331402
244,0.000185548,244,0.000294801,244,0.00033119
244.1,0.000185478,244.1,0.000294598,244.1,0.00033098
244.2,0.000185409,244.2,0.000294396,244.2,0.00033077
244.3,0.00018534,244.3,0.000294194,244.3,0.000330561
244.4,0.00018527,244.4,0.000293993,244.4,0.000330352
244.5,0.000185201,244.5,0.000293792,244.5,0.000330144
244.6,0.000185132,244.6,0.000293591,244.6,0.000329937
244.7,0.000185063,244.7,0.000293391,244.7,0.00032973
244.8,0.000184994,244.8,0.000293191,244.8,0.000329523
244.9,0.000184925,244.9,0.000292992,244.9,0.000329318
245,0.000184856,245,0.000292793,245,0.000329112
245.1,0.000184787,245.1,0.000292594,245.1,0.000328908
245.2,0.000184718,245.2,0.000292396,245.2,0.000328704
245.3,0.00018465,245.3,0.000292199,245.3,0.000328501
245.4,0.000184581,245.4,0.000292001,245.4,0.000328299
245.5,0.000184512,245.5,0.000291804,245.5,0.000328097
245.6,0.000184444,245.6,0.000291608,245.6,0.000327895
245.7,0.000184375,245.7,0.000291411,245.7,0.000327694
245.8,0.000184307,245.8,0.000291216,245.8,0.000327494
245.9,0.000184238,245.9,0.00029102,245.9,0.000327294
246,0.00018417,246,0.000290825,246,0.000327095
246.1,0.000184102,246.1,0.000290631,246.1,0.000326896
246.2,0.000184034,246.2,0.000290436,246.2,0.000326699
246.3,0.000183966,246.3,0.000290242,246.3,0.000326501
246.4,0.000183898,246.4,0.000290049,246.4,0.000326304
246.5,0.00018383,246.5,0.000289856,246.5,0.000326108
246.6,0.000183762,246.6,0.000289663,246.6,0.000325912
246.7,0.000183694,246.7,0.000289471,246.7,0.000325717
246.8,0.000183626,246.8,0.000289279,246.8,0.000325522
246.9,0.000183558,246.9,0.000289087,246.9,0.000325328
247,0.00018349,247,0.000288896,247,0.000325134
247.1,0.000183423,247.1,0.000288705,247.1,0.000324941
247.2,0.000183355,247.2,0.000288515,247.2,0.000324749
247.3,0.000183288,247.3,0.000288324,247.3,0.000324557
247.4,0.00018322,247.4,0.000288135,247.4,0.000324366
247.5,0.000183153,247.5,0.000287945,247.5,0.000324175
247.6,0.000183086,247.6,0.000287756,247.6,0.000323985
247.7,0.000183018,247.7,0.000287568,247.7,0.000323795
247.8,0.000182951,247.8,0.000287379,247.8,0.000323605
247.9,0.000182884,247.9,0.000287191,247.9,0.000323416
248,0.000182817,248,0.000287004,248,0.000323228
248.1,0.00018275,248.1,0.000286816,248.1,0.00032304
248.2,0.000182683,248.2,0.000286629,248.2,0.000322853
248.3,0.000182616,248.3,0.000286443,248.3,0.000322666
248.4,0.000182549,248.4,0.000286257,248.4,0.00032248
248.5,0.000182482,248.5,0.000286071,248.5,0.000322294
248.6,0.000182415,248.6,0.000285885,248.6,0.000322109
248.7,0.000182349,248.7,0.0002857,248.7,0.000321924
248.8,0.000182282,248.8,0.000285515,248.8,0.00032174
248.9,0.000182216,248.9,0.000285331,248.9,0.000321556
249,0.000182149,249,0.000285147,249,0.000321372
249.1,0.000182083,249.1,0.000284963,249.1,0.00032119
249.2,0.000182016,249.2,0.00028478,249.2,0.000321007
249.3,0.00018195,249.3,0.000284597,249.3,0.000320825
249.4,0.000181884,249.4,0.000284414,249.4,0.000320644
249.5,0.000181817,249.5,0.000284231,249.5,0.000320463
249.6,0.000181751,249.6,0.000284049,249.6,0.000320283
249.7,0.000181685,249.7,0.000283868,249.7,0.000320103
249.8,0.000181619,249.8,0.000283686,249.8,0.000319923
249.9,0.000181553,249.9,0.000283505,249.9,0.000319744
250,0.000181487,250,0.000283324,250,0.000319565
250.1,0.000181421,250.1,0.000283144,250.1,0.000319387
250.2,0.000181355,250.2,0.000282964,250.2,0.00031921
250.3,0.00018129,250.3,0.000282784,250.3,0.000319032
250.4,0.000181224,250.4,0.000282605,250.4,0.000318856
250.5,0.000181158,250.5,0.000282426,250.5,0.000318679
250.6,0.000181093,250.6,0.000282247,250.6,0.000318503
250.7,0.000181027,250.7,0.000282068,250.7,0.000318328
250.8,0.000180962,250.8,0.00028189,250.8,0.000318153
250.9,0.000180896,250.9,0.000281712,250.9,0.000317978
251,0.000180831,251,0.000281535,251,0.000317804
251.1,0.000180766,251.1,0.000281358,251.1,0.000317631
251.2,0.0001807,251.2,0.000281181,251.2,0.000317457
251.3,0.000180635,251.3,0.000281004,251.3,0.000317285
251.4,0.00018057,251.4,0.000280828,251.4,0.000317112
251.5,0.000180505,251.5,0.000280652,251.5,0.00031694
251.6,0.00018044,251.6,0.000280477,251.6,0.000316769
251.7,0.000180375,251.7,0.000280302,251.7,0.000316598
251.8,0.00018031,251.8,0.000280127,251.8,0.000316427
251.9,0.000180245,251.9,0.000279952,251.9,0.000316257
252,0.00018018,252,0.000279778,252,0.000316087
252.1,0.000180116,252.1,0.000279604,252.1,0.000315918
252.2,0.000180051,252.2,0.00027943,252.2,0.000315749
252.3,0.000179986,252.3,0.000279256,252.3,0.00031558
252.4,0.000179922,252.4,0.000279083,252.4,0.000315412
252.5,0.000179857,252.5,0.00027891,252.5,0.000315244
252.6,0.000179793,252.6,0.000278738,252.6,0.000315077
252.7,0.000179728,252.7,0.000278566,252.7,0.00031491
252.8,0.000179664,252.8,0.000278394,252.8,0.000314744
252.9,0.0001796,252.9,0.000278222,252.9,0.000314577
253,0.000179535,253,0.000278051,253,0.000314412
253.1,0.000179471,253.1,0.00027788,253.1,0.000314246
253.2,0.000179407,253.2,0.000277709,253.2,0.000314082
253.3,0.000179343,253.3,0.000277539,253.3,0.000313917
253.4,0.000179279,253.4,0.000277369,253.4,0.000313753
253.5,0.000179215,253.5,0.000277199,253.5,0.000313589
253.6,0.000179151,253.6,0.000277029,253.6,0.000313426
253.7,0.000179087,253.7,0.00027686,253.7,0.000313263
253.8,0.000179024,253.8,0.000276691,253.8,0.0003131
253.9,0.00017896,253.9,0.000276523,253.9,0.000312938
254,0.000178896,254,0.000276354,254,0.000312776
254.1,0.000178833,254.1,0.000276186,254.1,0.000312615
254.2,0.000178769,254.2,0.000276019,254.2,0.000312454
254.3,0.000178705,254.3,0.000275851,254.3,0.000312293
254.4,0.000178642,254.4,0.000275684,254.4,0.000312133
254.5,0.000178579,254.5,0.000275517,254.5,0.000311973
254.6,0.000178515,254.6,0.00027535,254.6,0.000311814
254.7,0.000178452,254.7,0.000275184,254.7,0.000311655
254.8,0.000178389,254.8,0.000275018,254.8,0.000311496
254.9,0.000178325,254.9,0.000274852,254.9,0.000311337
255,0.000178262,255,0.000274687,255,0.000311179
255.1,0.000178199,255.1,0.000274521,255.1,0.000311022
255.2,0.000178136,255.2,0.000274357,255.2,0.000310865
255.3,0.000178073,255.3,0.000274192,255.3,0.000310708
255.4,0.00017801,255.4,0.000274028,255.4,0.000310551
255.5,0.000177947,255.5,0.000273863,255.5,0.000310395
255.6,0.000177885,255.6,0.0002737,255.6,0.000310239
255.7,0.000177822,255.7,0.000273536,255.7,0.000310084
255.8,0.000177759,255.8,0.000273373,255.8,0.000309928
255.9,0.000177696,255.9,0.00027321,255.9,0.000309774
256,0.000177634,256,0.000273047,256,0.000309619
256.1,0.000177571,256.1,0.000272885,256.1,0.000309465
256.2,0.000177509,256.2,0.000272722,256.2,0.000309312
256.3,0.000177446,256.3,0.000272561,256.3,0.000309158
256.4,0.000177384,256.4,0.000272399,256.4,0.000309005
256.5,0.000177322,256.5,0.000272238,256.5,0.000308853
256.6,0.000177259,256.6,0.000272076,256.6,0.0003087
256.7,0.000177197,256.7,0.000271916,256.7,0.000308548
256.8,0.000177135,256.8,0.000271755,256.8,0.000308397
