Inactivation: Test potential (mV),2020_Aslanidi_2009_atrial,Inactivation: Test potential (mV),2020_Aslanidi_2009_purkinje,Inactivation: Test potential (mV),2020_Beeler_1977,Inactivation: Test potential (mV),2020_Bernus_2002,Inactivation: Test potential (mV),2020_Bondarenko_2004,Inactivation: Test potential (mV),2020_Cabo_2003,Inactivation: Test potential (mV),2020_Corrias_2011,Inactivation: Test potential (mV),2020_Cortassa_2006,Inactivation: Test potential (mV),2020_Courtemanche_1998,Inactivation: Test potential (mV),2020_Decker_2009,Inactivation: Test potential (mV),2020_Demir 1999,Inactivation: Test potential (mV),2020_DiFrancesco_1985,Inactivation: Test potential (mV),2020_Dokos_1996,Inactivation: Test potential (mV),2020_Faber_2007,Inactivation: Test potential (mV),2020_Fox_2002,Inactivation: Test potential (mV),2020_Grandi_2010,Inactivation: Test potential (mV),2020_Hilgemann_1987,Inactivation: Test potential (mV),2020_Hund_2004,Inactivation: Test potential (mV),2020_Inada_2009,Inactivation: Test potential (mV),2020_Iyer 2004,Inactivation: Test potential (mV),2020_Jafri_1998,Inactivation: Test potential (mV),2020_Kurata_2002,Inactivation: Test potential (mV),2020_Li_2010,Inactivation: Test potential (mV),2020_Li_2011,Inactivation: Test potential (mV),2020_Lindblad_1996,Inactivation: Test potential (mV),2020_Livshitz_2007,Inactivation: Test potential (mV),2020_Lovell_2004,Inactivation: Test potential (mV),2020_Luo_1994,Inactivation: Test potential (mV),2020_Mahajan_2008,Inactivation: Test potential (mV),2020_Matsuoka_2003,Inactivation: Test potential (mV),2020_McAllister_1975,Inactivation: Test potential (mV),2020_Noble_1991,Inactivation: Test potential (mV),2020_Noble_1998,Inactivation: Test potential (mV),2020_Nygren_1998,Inactivation: Test potential (mV),2020_ohara_2011,Inactivation: Test potential (mV),2020_Paci_2013,Inactivation: Test potential (mV),2020_Pandi_2001,Inactivation: Test potential (mV),2020_Priebe_1998,Inactivation: Test potential (mV),2020_Ramirez_2000,Inactivation: Test potential (mV),2020_Shannon_2004,Inactivation: Test potential (mV),2020_ten_Tusscher_2004,Inactivation: Test potential (mV),2020_ten_Tusscher_2006,Inactivation: Test potential (mV),2020_Tomek_2019,Inactivation: Test potential (mV),2020_Varela_2016,Inactivation: Test potential (mV),2020_Wang_2008,Inactivation: Test potential (mV),2020_Wilders_1991,Inactivation: Test potential (mV),2020_Winslow_1999,Inactivation: Test potential (mV),2020_Zhang_2000,Inactivation: Test potential (mV),Bartolucci 2020,Inactivation: Test potential (mV),Trovato 2020,Inactivation: Test potential (mV),Grandi 2011,Inactivation: Test potential (mV),Heijman_2011,Inactivation: Test potential (mV),Fink_2008,Inactivation: Test potential (mV),Hund 2008 (NZ)(ICaL),Inactivation: Test potential (mV),Kernik 2019 (ICaL),Inactivation: Test potential (mV),Koivumaki 2011,Inactivation: Test potential (mV),Michailova 2005,Inactivation: Test potential (mV),Nordin 1993 (ICaL),Inactivation: Test potential (mV),Pasek 2006,Inactivation: Test potential (mV),Sato 2006 (ICaL),Inactivation: Test potential (mV),Zeng 1995 (ICaL),Inactivation: Test potential (mV),Liu 1993
7.99,0.183171,7.99,0.00855679,7.99,0.310483,7.99,0.143751,7.99,0.121746,7.99,0.0489439,7.99,0.00384722,7.99,0.0833699,7.99,0.193141,7.99,0.390029,7.99,0.0974392,7.99,0.00114835,7.99,0.0178489,7.99,0.164995,7.99,0.10682,7.99,0.124242,7.99,0.00381294,7.99,0.0470392,7.99,0.0118988,7.99,0.296571,7.99,0.0124415,7.99,0.00251767,7.99,0.0234245,7.99,0.00710022,7.99,0.125153,7.99,0.0185199,7.99,0.0788775,7.99,0.105127,7.99,0.567132,7.99,0.0224615,7.99,0.00865746,7.99,0.000888593,7.99,0.174402,7.99,0.022175,7.99,0.499922,7.99,0.00299016,7.99,0.0130709,7.99,0.240461,7.99,0.0179449,7.99,0.0863344,7.99,0.04454,7.99,0.016291,7.99,0.616633,7.99,0.00455175,7.99,0.123004,7.99,0.0275449,7.99,0.298103,7.99,0.00659568,7.99,0.156277,7.99,0.359793,7.99,0.0378109,7.99,0.391445,7.99,0.0168118,7.99,0.0349067,7.99,0.0079983,7.99,0.000779684,7.99,0.303509,7.99,0.000906385,7.99,0.0138361,7.99,0.0213455,7.99,0.105127,7.99,0.00521138
9.99,0.18317,9.99,0.00920967,9.99,0.328643,9.99,0.143623,9.99,0.136285,9.99,0.0483243,9.99,0.00384382,9.99,0.114073,9.99,0.208182,9.99,0.443679,9.99,0.0974348,9.99,0.00114818,9.99,0.0177762,9.99,0.167509,9.99,0.106021,9.99,0.135589,9.99,0.0037568,9.99,0.0502039,9.99,0.0118571,9.99,0.315195,9.99,0.0165941,9.99,0.00250497,9.99,0.0234245,9.99,0.00782305,9.99,0.125152,9.99,0.0197661,9.99,0.0930688,9.99,0.113596,9.99,0.603499,9.99,0.0225256,9.99,0.00859782,9.99,0.000885773,9.99,0.175181,9.99,0.0218799,9.99,0.494153,9.99,0.00464834,9.99,0.0130708,9.99,0.240259,9.99,0.0176144,9.99,0.0949366,9.99,0.0428828,9.99,0.0160753,9.99,0.645385,9.99,0.00447133,9.99,0.137692,9.99,0.0261574,9.99,0.298585,9.99,0.00659521,9.99,0.181043,9.99,0.354403,9.99,0.039786,9.99,0.445499,9.99,0.0167909,9.99,0.0378543,9.99,0.00795345,9.99,0.000769307,9.99,0.304858,9.99,0.000904271,9.99,0.0138361,9.99,0.0211326,9.99,0.113596,9.99,0.00521092
11.99,0.18317,11.99,0.00996454,11.99,0.34764,11.99,0.14347,11.99,0.15044,11.99,0.0478592,11.99,0.003861,11.99,0.153163,11.99,0.224134,11.99,0.499546,11.99,0.0974318,11.99,0.00114807,11.99,0.017724,11.99,0.169927,11.99,0.10548,11.99,0.147786,11.99,0.00372098,11.99,0.0534445,11.99,0.0118268,11.99,0.332785,11.99,0.0219057,11.99,0.00249646,11.99,0.0234245,11.99,0.00859842,11.99,0.125152,11.99,0.0210425,11.99,0.110425,11.99,0.122959,11.99,0.635296,11.99,0.0223975,11.99,0.00854401,11.99,0.000883974,11.99,0.175832,11.99,0.0216566,11.99,0.482508,11.99,0.00685013,11.99,0.0130707,11.99,0.240018,11.99,0.017382,11.99,0.104101,11.99,0.0421562,11.99,0.0161508,11.99,0.664465,11.99,0.00442045,11.99,0.151993,11.99,0.025151,11.99,0.299034,11.99,0.0065949,11.99,0.201832,11.99,0.349603,11.99,0.0422692,11.99,0.501755,11.99,0.0167751,11.99,0.0408101,11.99,0.00792198,11.99,0.000761455,11.99,0.305937,11.99,0.000902921,11.99,0.013836,11.99,0.0209635,11.99,0.122959,11.99,0.00521059
13.99,0.18317,13.99,0.0108196,13.99,0.367294,13.99,0.143306,13.99,0.163822,13.99,0.0475108,13.99,0.00391179,13.99,0.201438,13.99,0.240777,13.99,0.556434,13.99,0.0974297,13.99,0.001148,13.99,0.0176866,13.99,0.172267,13.99,0.105116,13.99,0.160893,13.99,0.0036982,13.99,0.0567636,13.99,0.0118046,13.99,0.349197,13.99,0.0284843,13.99,0.00249075,13.99,0.0234245,13.99,0.00937002,13.99,0.125151,13.99,0.02235,13.99,0.130701,13.99,0.133227,13.99,0.662526,13.99,0.0220511,13.99,0.0084953,13.99,0.000882829,13.99,0.176373,13.99,0.0214877,13.99,0.467316,13.99,0.00958022,13.99,0.0130707,13.99,0.239761,13.99,0.0172238,13.99,0.113873,13.99,0.0422064,13.99,0.0164752,13.99,0.675072,13.99,0.00439379,13.99,0.165513,13.99,0.0244236,13.99,0.299442,13.99,0.00659469,13.99,0.217355,13.99,0.345613,13.99,0.0452157,13.99,0.559012,13.99,0.0167631,13.99,0.0437704,13.99,0.00789995,13.99,0.000755518,13.99,0.306799,13.99,0.000902062,13.99,0.013836,13.99,0.0208292,13.99,0.133227,13.99,0.00521034
15.99,0.18317,15.99,0.0117556,15.99,0.38746,15.99,0.143145,15.99,0.176172,15.99,0.0472501,15.99,0.0043176,15.99,0.258893,15.99,0.257862,15.99,0.61307,15.99,0.0974284,15.99,0.00114795,15.99,0.0176597,15.99,0.174542,15.99,0.10487,15.99,0.174963,15.99,0.00368373,15.99,0.0601756,15.99,0.0117885,15.99,0.36434,15.99,0.0363284,15.99,0.00248692,15.99,0.0234245,15.99,0.0100714,15.99,0.125151,15.99,0.0236943,15.99,0.152918,15.99,0.144411,15.99,0.685433,15.99,0.0214649,15.99,0.00845107,15.99,0.000882103,15.99,0.176821,15.99,0.0213601,15.99,0.450632,15.99,0.0127618,15.99,0.0130707,15.99,0.239507,15.99,0.017123,15.99,0.124295,15.99,0.0429356,15.99,0.0169998,15.99,0.679163,15.99,0.00438833,15.99,0.177991,15.99,0.0238992,15.99,0.2998,15.99,0.00659454,15.99,0.227923,15.99,0.342435,15.99,0.0485888,15.99,0.615997,15.99,0.0167541,15.99,0.0467441,15.99,0.00788456,15.99,0.000751031,15.99,0.307483,15.99,0.000901516,15.99,0.013836,15.99,0.0207227,15.99,0.144411,15.99,0.00521016
17.99,0.18317,17.99,0.0127339,17.99,0.408022,17.99,0.142995,17.99,0.187347,17.99,0.0470554,17.99,0.00796013,17.99,0.324354,17.99,0.275122,17.99,0.66821,17.99,0.0974275,17.99,0.00114792,17.99,0.0176405,17.99,0.176766,17.99,0.104705,17.99,0.190042,17.99,0.00367456,17.99,0.0637037,17.99,0.0117768,17.99,0.378176,17.99,0.0452763,17.99,0.00248436,17.99,0.0234245,17.99,0.010652,17.99,0.125151,17.99,0.0250847,17.99,0.175538,17.99,0.156517,17.99,0.704419,17.99,0.0206252,17.99,0.00841081,17.99,0.000881643,17.99,0.177192,17.99,0.0212637,17.99,0.434124,17.99,0.0162709,17.99,0.0130706,17.99,0.239273,17.99,0.0170685,17.99,0.135404,17.99,0.0442736,17.99,0.0176709,17.99,0.679019,17.99,0.00440296,17.99,0.18928,17.99,0.0235218,17.99,0.300104,17.99,0.00659445,17.99,0.23461,17.99,0.339977,17.99,0.0523599,17.99,0.671465,17.99,0.0167473,17.99,0.0497501,17.99,0.00787384,17.99,0.000747641,17.99,0.30802,17.99,0.000901169,17.99,0.013836,17.99,0.0206381,17.99,0.156517,17.99,0.00521004
19.99,0.18317,19.99,0.0137061,19.99,0.428886,19.99,0.142864,19.99,0.197292,19.99,0.04691,19.99,0.0142333,19.99,0.395338,19.99,0.292276,19.99,0.720744,19.99,0.0974269,19.99,0.0011479,19.99,0.0176267,19.99,0.17895,19.99,0.104594,19.99,0.206165,19.99,0.00366877,19.99,0.0673769,19.99,0.0117682,19.99,0.390712,19.99,0.0549873,19.99,0.00248264,19.99,0.0234245,19.99,0.0110935,19.99,0.125151,19.99,0.0265324,19.99,0.196963,19.99,0.169552,19.99,0.719961,19.99,0.0195291,19.99,0.0083741,19.99,0.000881352,19.99,0.177497,19.99,0.0211909,19.99,0.418978,19.99,0.0199595,19.99,0.0130706,19.99,0.239067,19.99,0.0170538,19.99,0.147227,19.99,0.0491352,19.99,0.0202063,19.99,0.676765,19.99,0.00443842,19.99,0.199328,19.99,0.0232505,19.99,0.300354,19.99,0.00659439,19.99,0.238576,19.99,0.338113,19.99,0.0565067,19.99,0.724301,19.99,0.0167422,19.99,0.0528126,19.99,0.00786638,19.99,0.000745082,19.99,0.308437,19.99,0.00090095,19.99,0.013836,19.99,0.020571,19.99,0.169552,19.99,0.00520994
21.99,0.18317,21.99,0.0146186,21.99,0.449976,21.99,0.142754,21.99,0.206021,21.99,0.0468015,21.99,0.0242632,21.99,0.468303,21.99,0.309052,21.99,0.769772,21.99,0.0974265,21.99,0.00114789,21.99,0.0176168,21.99,0.181103,21.99,0.10452,21.99,0.223359,21.99,0.00366511,21.99,0.0712269,21.99,0.0117619,21.99,0.401989,21.99,0.0649751,21.99,0.00248149,21.99,0.0234245,21.99,0.0114068,21.99,0.125151,21.99,0.0280501,21.99,0.215992,21.99,0.183521,21.99,0.732556,21.99,0.0181868,21.99,0.00834055,21.99,0.000881168,21.99,0.177748,21.99,0.0211359,21.99,0.405871,21.99,0.0236795,21.99,0.0130706,21.99,0.238895,21.99,0.0170761,21.99,0.15979,21.99,0.0573387,21.99,0.0232889,21.99,0.674034,21.99,0.0044973,21.99,0.208147,21.99,0.0230558,21.99,0.300557,21.99,0.00659434,21.99,0.240766,21.99,0.336718,21.99,0.0610121,21.99,0.773606,21.99,0.0167383,21.99,0.0559588,21.99,0.00786121,21.99,0.000743149,21.99,0.308757,21.99,0.000900811,21.99,0.013836,21.99,0.0205178,21.99,0.183521,21.99,0.00520987
23.99,0.18317,23.99,0.0154197,23.99,0.471225,23.99,0.142665,23.99,0.213594,23.99,0.0467205,23.99,0.0392026,23.99,0.539297,23.99,0.325193,23.99,0.814658,23.99,0.0974262,23.99,0.00114789,23.99,0.0176097,23.99,0.183232,23.99,0.10447,23.99,0.241639,23.99,0.0036628,23.99,0.0752852,23.99,0.0117574,23.99,0.412069,23.99,0.0746971,23.99,0.00248072,23.99,0.0234245,23.99,0.0116187,23.99,0.125151,23.99,0.0296503,23.99,0.232013,23.99,0.198421,23.99,0.74268,23.99,0.0166242,23.99,0.00830985,23.99,0.000881052,23.99,0.177954,23.99,0.0210944,23.99,0.395037,23.99,0.0273012,23.99,0.0130706,23.99,0.238755,23.99,0.0171363,23.99,0.173106,23.99,0.0668583,23.99,0.0263797,23.99,0.67184,23.99,0.00458424,23.99,0.215798,23.99,0.022916,23.99,0.300717,23.99,0.00659431,23.99,0.241853,23.99,0.335685,23.99,0.0658617,23.99,0.81874,23.99,0.0167354,23.99,0.0592162,23.99,0.00785762,23.99,0.00074169,23.99,0.309,23.99,0.000900724,23.99,0.013836,23.99,0.0204756,23.99,0.198421,23.99,0.00520982
25.99,0.18317,25.99,0.016074,25.99,0.492577,25.99,0.142595,25.99,0.220101,25.99,0.0466602,25.99,0.0599758,25.99,0.604775,25.99,0.340474,25.99,0.855033,25.99,0.097426,25.99,0.00114788,25.99,0.0176046,25.99,0.185344,25.99,0.104437,25.99,0.261009,25.99,0.00366135,25.99,0.0795788,25.99,0.0117541,25.99,0.421032,25.99,0.0836668,25.99,0.0024802,25.99,0.0234245,25.99,0.0117582,25.99,0.125151,25.99,0.0313439,25.99,0.244943,25.99,0.214246,25.99,0.750764,25.99,0.0148833,25.99,0.00828172,25.99,0.000880979,25.99,0.178124,25.99,0.0210631,25.99,0.386397,25.99,0.0307236,25.99,0.0130706,25.99,0.238644,25.99,0.0172385,25.99,0.187183,25.99,0.0773701,25.99,0.0293593,25.99,0.670652,25.99,0.00553458,25.99,0.222372,25.99,0.0228157,25.99,0.300841,25.99,0.0065943,25.99,0.242282,25.99,0.334926,25.99,0.0710432,25.99,0.859335,25.99,0.0167333,25.99,0.062612,25.99,0.00785515,25.99,0.000740588,25.99,0.309184,25.99,0.000900669,25.99,0.013836,25.99,0.0204421,25.99,0.214246,25.99,0.00520979
27.99,0.18317,27.99,0.0165716,27.99,0.513985,27.99,0.142541,27.99,0.225647,27.99,0.0466152,27.99,0.0870054,27.99,0.662254,27.99,0.35471,27.99,0.89078,27.99,0.0974259,27.99,0.00114788,27.99,0.017601,27.99,0.187444,27.99,0.104414,27.99,0.281464,27.99,0.00366043,27.99,0.0841219,27.99,0.0117517,27.99,0.428964,27.99,0.0915426,27.99,0.00247985,27.99,0.0266756,27.99,0.0118494,27.99,0.125151,27.99,0.033137,27.99,0.255043,27.99,0.230983,27.99,0.757185,27.99,0.013021,27.99,0.00825591,27.99,0.000880933,27.99,0.178263,27.99,0.0210395,27.99,0.379694,27.99,0.0338779,27.99,0.0130706,27.99,0.238559,27.99,0.0173903,27.99,0.20202,27.99,0.0885096,27.99,0.0321444,27.99,0.670554,27.99,0.00687655,27.99,0.227975,27.99,0.0227438,27.99,0.300937,27.99,0.00659428,27.99,0.242335,27.99,0.334371,27.99,0.0765443,27.99,0.895274,27.99,0.0167317,27.99,0.0661717,27.99,0.00785345,27.99,0.000739757,27.99,0.309322,27.99,0.000900634,27.99,0.013836,27.99,0.0204156,27.99,0.230983,27.99,0.00520976
# x axis: Inactivation: Test potential (mV); y axis: Inactivation: Normalised peak I_{CaL} current open probability (dimensionless),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,# x axis: Inactivation: Test potential (mV); y axis: Inactivation: Normalised peak I_{CaL} current open probability (dimensionless),,,,# x axis: Inactivation: Test potential (mV); y axis: Inactivation: Normalised peak I_{CaL} current open probability (dimensionless),,,,# x axis: Inactivation: Test potential (mV); y axis: Inactivation: Normalised peak I_{CaL} current open probability (dimensionless),,,,,,,,,,,,,,,,,,# x axis: Inactivation: Test potential (mV); y axis: Inactivation: Normalised peak I_{CaL} current open probability (dimensionless),
